title,x,y,lat,lng
สถานีตำรวจนครบาลโคกคราม,677600.5974,1529692.197,13.83142827310516,100.64319866505937
สถานีตำรวจนครบาลมีนบุรี,687496.3798,1528009.578,13.81559036061664,100.73461499279041
สถานีตำรวจนครบาลเตาปูน,665524.7106,1527746.82,13.814567372082431,100.53138435875108
สถานีตำรวจนครบาลบางโพ,664185.5573,1527056.537,13.808404903133544,100.51895759945323
สถานีตำรวจนครบาลบางชัน,682325.3438,1526495.141,13.802235909199293,100.68669182100642
สถานีตำรวจนครบาลสุทธิสาร,670144.7923,1525216.101,13.791422638150062,100.57396322500215
สถานีตำรวจนครบาลบางซื่อ,667298.4518,1524698.207,13.786908595837106,100.54760852280893
สถานีตำรวจนครบาลบึงกุ่ม,679414.4398,1524027.146,13.780112697901076,100.65961346869416
สถานีตำรวจนครบาลสามเสน,663205.9055,1523975.574,13.780611982546642,100.50971753799699
สถานีตำรวจนครบาลตลิ่งชัน,656345.775,1523932.447,13.78060326844965,100.4462709255714
สถานีตำรวจนครบาลห้วยขวาง,669732.7253,1523627.778,13.7770905652495,100.57005638800094
สถานีตำรวจนครบาลดุสิต,664411.4134,1523624.146,13.777366778409906,100.52084562564059
สถานีตำรวจนครบาลบวรมงคล,661883.4507,1523266.387,13.774276344515915,100.49744646177756
สถานีตำรวจนครบาลดินแดง,668321.0802,1523034.137,13.771807701190774,100.55696633314533
สถานีตำรวจนครบาลวังทองหลาง,675130.3096,1522969.964,13.770821378970625,100.61993007397281
สถานีตำรวจนครบาลลาดพร้าว,678099.6895,1522709.12,13.768281557822524,100.64737192179813
สถานีตำรวจนครบาลบางยี่ขัน,661255.3232,1522291.237,13.76549715157775,100.49158169150064
สถานีตำรวจนครบาลร่มเกล้า,687536.068,1522149.783,13.762627033844263,100.73459086953062
สถานีตำรวจนครบาลหัวหมาก,675916.8363,1521813.445,13.760320214432697,100.62713097039108
สถานีตำรวจนครบาลชนะสงคราม,661741.602,1521683.937,13.759980447996757,100.49604370115564
สถานีตำรวจนครบาลบางกอกน้อย,659105.1612,1521667.251,13.75997645425366,100.47166250418394
สถานีตำรวจนครบาลพญาไท,665452.957,1521642.02,13.75939077813884,100.53036117755086
