title,x,y,lat,lng
สยามแม็คโครจำกัด สาขาลาดพร้าว,677315.5664,1522730.978,13.768527524006709,100.64012249139958
สยามแม็คโครจำกัด สาขาจรัญสนิทวงศ์,658953.8929,1521847.99,13.761618537947914,100.47027386051036
สยามแม็คโคร สาขาสาธร (นราธิวาส),665988.3756,1516170.993,13.709907756744272,100.53499040791459
สยามแม็คโคร สาขาสามเสน,663540.4256,1525140.275,13.791120694465615,100.51287900414285
ห้างสรรพสินค้าเซ็นทรัล สาขาสีลม,664396.5426,1517754.705,13.724313880112094,100.5203656490225
ห้างสรรพสินค้า เซ็นทรัลชิดลม,666967.3122,1519996.985,13.744434133458082,100.54426716720434
ห้างสรรพสินค้า เซ็นทรัลพระราม 3,666270.7231,1514819.91,13.697679175669933,100.53752134525021
ห้างสรรพสินค้าโรบินสัน บางรัก,663835.1166,1517233.544,13.719634995760579,100.51514454550876
ห้างสรรพสินค้าโรบินสัน รัชดา,669962.2154,1522843.304,13.769986359423452,100.57213123972299
ห้างสรรพสินค้าโรบินสัน สุขุมวิท,668599.051,1519332.172,13.738330075695393,100.55931529820707
ห้างสรรพสินค้าโรบินสัน บางแค,655072.8871,1516348.305,13.712116590236462,100.43408148484127
ห้างสรรพสินค้าโรบินสัน ศรีนครินทร์,678258.7297,1514625.545,13.69520888900037,100.64833196140629
ห้างสรรพสินค้าโรบินสัน แฟชั่นไอแลนด์,681430.9604,1528944.654,13.824431826407263,100.6785789071015
ห้างสรรพสินค้าโรบินสัน ลาดหญ้า,661637.6548,1518034.04,13.726994534800795,100.49487320590102
ห้างสรรพสินค้าบางลำภู (ประชาราษฎร์2),664751.7146,1526771.899,13.80579963840929,100.52417735727435
ห้างสรรพสินค้าบางลำภู,661992.088,1521770.674,13.76075039332131,100.4983650239443
ห้างสรรพสินค้าเซ็นทรัล สาขาสีลมคอมเพล็กซ์,665961.0647,1518205.481,13.728298941149065,100.5348574402876
ห้างสรรพสินค้าเซ็นทรัล สาขารามอินทรา,673090.3972,1534147.132,13.871970466581722,100.60175690366611
ห้างสรรพสินค้าเซ็นทรัล บางนา,676760.0276,1511745.348,13.669268043601532,100.63429800668075
ห้างสรรพสินค้าเซ็นทรัล สาขาลาดพร้าว,668632.4496,1527959.159,13.816305653933178,100.56014150559781
ห้างสรรพสินค้าเดอะมอลล์ สาขารามคำแหง(2),674190.1067,1520697.624,13.750339712228808,100.61109519216983
ห้างสรรพสินค้าเดอะมอลล์ สาขารามคำแหง (4),674126.7952,1521085.113,13.753845890205485,100.61053373194146
ศูนย์การค้าสยามเซ็นเตอร์,665713.5623,1520193.544,13.746283132190403,100.53268584057238
ห้างสรรพสินค้าเซ็นทรัลวงศ์สว่าง,664297.8474,1526212.505,13.800769321638787,100.51994676218936
ห้างวันเดอร์ ดีพาร์ทเม้นสโตร์,653986.5685,1516290.492,13.711652064404758,100.42403449383724
ห้างสรรพสินค้า IT Square,670840.3101,1535692.97,13.886078178725652,100.5810352216082
ห้างสรรพสินค้าจัสโก้,654243.8151,1511883.857,13.671804988249857,100.42617283748342
ห้างสรรพสินค้าซีคอนสแควร์,678245.7146,1514525.142,13.694302202091627,100.648205325126
ห้างสรรพสินค้าดีเซมเบอร์,678206.3304,1522347.934,13.765010412910996,100.64833515941598
ห้างฟู๊ดแลนด์ สาขาหลักสี่,670902.6278,1535808.216,13.887116111220651,100.58161884849049
ห้างฟู๊ดแลนด์ สาขาสุขุมวิท 16,668704.3625,1518742.836,13.732997018132842,100.5602537901003
บิ๊กซี สุขาภิบาล 3,686689.0642,1527213.147,13.808444867486363,100.72709553261319
คาร์ฟู สุขาภิบาล 3,676613.1621,1521889.984,13.7609694007268,100.63357453951164
คาร์ฟู ร่มเกล้า,688226.3785,1526435.048,13.801312049799556,100.74126068066877
แฟชั่นไอซ์แลนด์,681421.0602,1529009.006,13.825014080751206,100.67849150710259
เกษรพลาซ่า ปทุมวัน,666581.9399,1520200.807,13.746298745416079,100.54071584853027
